Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
GmailLogin,Chrome 74.0.3729.131,,2019-05-09 00:45:36,2019-05-09 00:46:07,31.100s,PASSED
,,,,,,
Test Cases/TC_gmail_login,Chrome 74.0.3729.131,,2019-05-09 00:45:36,2019-05-09 00:46:06,29.595s,PASSED
runWithCucumberRunner(gmail_Login_Runner),Chrome 74.0.3729.131,,2019-05-09 00:45:37,2019-05-09 00:46:06,29.171s,PASSED
