Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
GmailLogin,Chrome 74.0.3729.131,,,2019-05-14 16:24:41,2019-05-14 16:25:21,39.950s,PASSED
,,,,,,,
Test Cases/TC_gmail_login,Chrome 74.0.3729.131,,,2019-05-14 16:24:42,2019-05-14 16:25:20,37.963s,PASSED
runWithCucumberRunner(gmail_Login_Runner),Chrome 74.0.3729.131,,,2019-05-14 16:24:43,2019-05-14 16:25:20,37.576s,PASSED
println(userName),Chrome 74.0.3729.131,,,2019-05-14 16:25:20,2019-05-14 16:25:20,0.003s,PASSED
