Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
GmailLogin,Chrome 74.0.3729.131,,,2019-05-14 15:26:08,2019-05-14 15:26:41,32.339s,PASSED
,,,,,,,
Test Cases/TC_gmail_login,Chrome 74.0.3729.131,,,2019-05-14 15:26:09,2019-05-14 15:26:40,31.000s,PASSED
runWithCucumberRunner(gmail_Login_Runner),Chrome 74.0.3729.131,,,2019-05-14 15:26:09,2019-05-14 15:26:40,30.680s,PASSED
