Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
GmailLogin,Chrome 69.0.3497.100,,2019-04-18 18:19:18,2019-04-18 18:20:01,43.037s,PASSED
,,,,,,
Test Cases/TC_gmail_login,Chrome 69.0.3497.100,,2019-04-18 18:19:19,2019-04-18 18:20:01,42.167s,PASSED
runWithCucumberRunner(gmail_Login_Runner),Chrome 69.0.3497.100,,2019-04-18 18:19:20,2019-04-18 18:20:01,41.388s,PASSED
