Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
GmailLogin,Chrome 69.0.3497.100,,2019-04-18 17:41:36,2019-04-18 17:42:18,42.550s,PASSED
,,,,,,
Test Cases/TC_gmail_login,Chrome 69.0.3497.100,,2019-04-18 17:41:36,2019-04-18 17:42:17,41.162s,PASSED
runWithCucumberRunner(gmail_Login_Runner),Chrome 69.0.3497.100,,2019-04-18 17:41:37,2019-04-18 17:42:17,40.503s,PASSED
